pitcher_name,target_pitch_type,target_pitch_label,feature,beta,n_rows,target_rate
Chris Paddack,SL,slider (SL),count_1-0,-0.02771645128817551,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_1-1,-0.026077093647880467,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_1-2,-0.032638065158403624,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_2-0,-0.05358840244677837,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_2-1,-0.028770599044772305,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_2-2,-0.034709492777185484,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_3-0,-0.05004086291589019,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_3-1,-0.05352631341432037,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),count_3-2,-0.03972914991930593,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_CU,-0.004987697983478322,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_FC,-0.022511488806264683,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_FF,-0.005982173166766426,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_SI,0.0005192067391408331,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_SL,0.12438417103133412,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_pitch_type_START,-0.022601599070886234,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),stand_R,0.01622532989666295,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_ball,0.013943874738425677,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_blocked_ball,-0.0048775496638584276,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_called_strike,0.008509301282474955,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_foul,0.022003254839454943,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_foul_bunt,-0.001995232303144977,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_foul_tip,-0.019438879772193416,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_swinging_strike,0.02435515944226184,2565,0.022612085769980507
Chris Paddack,SL,slider (SL),prev_description_swinging_strike_blocked,-0.019898329492533447,2565,0.022612085769980507
Clay Holmes,SI,sinker (SI),intercept,0.011085448146542609,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_0-1,0.3399064342923832,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_0-2,0.18231765507084996,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_1-0,0.5360904118258153,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_1-1,0.35916688879694897,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_1-2,0.19154633371525556,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_2-0,0.6291306540029941,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_2-1,0.5220925297617985,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_2-2,0.27257965688146346,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_3-0,0.7079435732551939,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_3-1,0.775049582650192,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),count_3-2,0.5707323177297711,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_FC,-0.05302404308173008,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_FF,-0.07451340847743919,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_SI,0.08146554023471911,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_SL,0.027294486033542783,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_ST,0.034300063846747914,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_pitch_type_START,0.4528241400275343,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),stand_R,0.0723366425963472,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_ball,-0.042205147733025146,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_blocked_ball,-0.07972278786950968,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_called_strike,-0.1251929239603259,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_foul,-0.13883600528423104,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_foul_bunt,-0.17231283669028577,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_foul_tip,-0.20766526830954116,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_missed_bunt,0.6490081175610749,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_swinging_strike,-0.1826385570376092,2764,0.408465991316932
Clay Holmes,SI,sinker (SI),prev_description_swinging_strike_blocked,-0.15325873070409643,2764,0.408465991316932
Clay Holmes,ST,sweeper (ST),intercept,0.19522551140853892,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_0-1,-0.11678194256945601,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_0-2,0.03981060764752167,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_1-0,-0.18366081389148076,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_1-1,-0.13030954566861677,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_1-2,-0.06488904882500171,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_2-0,-0.19438906478037934,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_2-1,-0.15529237214805605,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_2-2,-0.0466934549542209,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_3-0,-0.309881028272505,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_3-1,-0.2751682309667748,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),count_3-2,-0.15509121475615828,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_FC,0.03900647601016499,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_FF,0.04745759781105653,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_SI,0.008644978222098785,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_SL,-3.9772477520969155e-05,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_ST,0.05208364337326446,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_pitch_type_START,-0.011564697517359827,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),stand_R,0.11046391276622496,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_ball,0.053662143139537766,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_blocked_ball,0.0017180181710924236,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_called_strike,0.041175025245189116,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_foul,-0.010354948573868953,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_foul_bunt,0.07224395154724296,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_foul_tip,-0.004814845386412022,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_missed_bunt,-0.07844356883908177,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_swinging_strike,-0.01591588017912551,2764,0.19030390738060782
Clay Holmes,ST,sweeper (ST),prev_description_swinging_strike_blocked,-0.04770519760721202,2764,0.19030390738060782
Clay Holmes,CH,changeup (CH),intercept,0.34191136147726087,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_0-1,0.01570715264980952,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_0-2,0.03320482332366627,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_1-0,-0.12972890524553604,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_1-1,-0.007593869166855109,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_1-2,0.06606222051603715,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_2-0,-0.15274288819424447,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_2-1,-0.10056605195736042,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_2-2,0.04436806247766659,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_3-0,-0.18306786526172872,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_3-1,-0.18556098208277652,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),count_3-2,-0.1322863070672784,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_FC,-0.013962467522488673,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_FF,-0.04200057992023041,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_SI,-0.03603915465543993,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_SL,-0.08906251477390524,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_ST,-0.017163271286061283,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_pitch_type_START,-0.21218245623153545,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),stand_R,-0.15608947092858746,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_ball,-0.0646034934304157,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_blocked_ball,-0.015915353316342633,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_called_strike,-0.026406382684076836,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_foul,0.05492701796083599,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_foul_bunt,0.27605100101979774,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_foul_tip,0.03258332153891201,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_missed_bunt,-0.3576185141270734,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_swinging_strike,0.07132929655519953,2764,0.15701881331403764
Clay Holmes,CH,changeup (CH),prev_description_swinging_strike_blocked,0.2418355627147027,2764,0.15701881331403764
Clay Holmes,SL,slider (SL),intercept,0.1012154112445278,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_0-1,-0.022264359004889767,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_0-2,-0.017511377088657028,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_1-0,-0.052303560141827556,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_1-1,-0.029314670681427648,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_1-2,-0.015737936884815014,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_2-0,-0.09943812055970877,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_2-1,-0.06691127926372024,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_2-2,-0.02964195192911451,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_3-0,-0.1457859939535889,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_3-1,-0.09166172326638541,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),count_3-2,-0.056126325291137424,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_FC,-0.04466594468297493,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_FF,0.014634691186204647,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_SI,-0.0035869679154276273,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_SL,0.14953349556670892,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_ST,-0.019603932638982757,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_pitch_type_START,-0.04891185110256948,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),stand_R,0.05680713471276618,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_ball,0.02601791246241214,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_blocked_ball,0.04923269214618338,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_called_strike,0.020880737275666073,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_foul,-0.0005507235835880731,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_foul_bunt,-0.06207536773862347,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_foul_tip,0.06229773557216862,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_missed_bunt,-0.07895105223964073,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_swinging_strike,0.06292710268186315,2764,0.10672937771345875
Clay Holmes,SL,slider (SL),prev_description_swinging_strike_blocked,-0.03086718547386972,2764,0.10672937771345875
Clay Holmes,FC,cutter (FC),intercept,0.2576834416543174,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_0-1,-0.1495290907904235,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_0-2,-0.2315965408363855,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_1-0,-0.12290679390538911,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_1-1,-0.15361566262955498,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_1-2,-0.2021954166498254,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_2-0,-0.1488981417437737,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_2-1,-0.15668832772978156,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_2-2,-0.19515783029908365,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_3-0,-0.12201496047695128,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_3-1,-0.14417633692916537,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),count_3-2,-0.20532140348618433,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_FC,0.06896438340581733,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_FF,0.02690814557432759,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_SI,-0.042992175337441325,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_SL,-0.07995612295520572,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_ST,-0.055561335582524,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_pitch_type_START,-0.1347766477489308,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),stand_R,-0.06648923987663805,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_ball,0.041751773182161334,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_blocked_ball,0.07830744349343557,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_called_strike,0.06485221288572983,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_foul,0.0519294949169359,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_foul_bunt,-0.06699153648124131,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_foul_tip,-0.004456162951869155,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_missed_bunt,-0.1081543508638903,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_swinging_strike,0.04535724332702685,2764,0.08357452966714905
Clay Holmes,FC,cutter (FC),prev_description_swinging_strike_blocked,0.032180530240649215,2764,0.08357452966714905
Clay Holmes,FF,4-seam fastball (FF),intercept,0.09287882606881143,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_0-1,-0.06703819457742234,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_0-2,-0.0062251681169938206,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_1-0,-0.04749033864158088,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_1-1,-0.038333140650493036,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_1-2,0.0252138481283493,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_2-0,-0.033662438724885474,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_2-1,-0.04263449866287827,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_2-2,-0.045454482176709755,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_3-0,0.05280627470958251,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_3-1,-0.07848230940508992,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),count_3-2,-0.021907067129011325,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_FC,0.003681595871210809,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_FF,0.02751355382608007,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_SI,-0.0074922205485092475,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_SL,-0.007769571393619836,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_ST,0.005944832287555273,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_pitch_type_START,-0.0453884874271374,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),stand_R,-0.01702897927011278,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_ball,-0.014623187620670297,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_blocked_ball,-0.0336200126248594,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_called_strike,0.024691331237817533,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_foul,0.04288516456391621,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_foul_bunt,-0.04691521165689331,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_foul_tip,0.12205521953674162,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_missed_bunt,-0.025840631491386275,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_swinging_strike,0.018940794652645192,2764,0.05390738060781476
Clay Holmes,FF,4-seam fastball (FF),prev_description_swinging_strike_blocked,-0.04218497917017386,2764,0.05390738060781476
Colin Rea,FF,4-seam fastball (FF),intercept,0.5920627427296672,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_0-1,-0.12016596671808187,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_0-2,-0.09039090182316731,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_1-0,0.0293832457922602,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_1-1,-0.1493079411031681,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_1-2,-0.13536924896581012,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_2-0,0.11069731020909387,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_2-1,-0.030547848430239805,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_2-2,-0.19316078324442615,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_3-0,0.47656143884913793,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_3-1,0.11039822269584636,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),count_3-2,0.036697793865258975,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_FC,-0.05090172259607765,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_FF,0.012687001699304921,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_FS,-0.005180674046058176,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_PO,0.30054902025738744,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_SI,-0.03491350073660399,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_SL,0.0708609799786297,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_ST,0.0493840296223459,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_pitch_type_START,-0.04479532112672233,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),stand_R,-0.11407249322526877,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_ball,-0.09415654203527939,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_blocked_ball,-0.14192648372532216,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_called_strike,-0.10643845878908698,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_foul,-0.05074272158393317,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_foul_bunt,-0.4027730421268715,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_foul_tip,-0.03533486577107304,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_missed_bunt,0.6416839662555448,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_pitchout,0.3005490202574005,2534,0.414759273875296
Colin Rea,FF,4-seam fastball (FF),prev_description_swinging_strike,-0.06606555135465088,2534,0.414759273875296
Colin Rea,FS,splitter (FS),intercept,0.21906178519892244,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_0-1,0.058002865318067295,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_0-2,0.04864992269051651,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_1-0,0.002055735152032255,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_1-1,0.07033090556051246,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_1-2,0.06288549368113443,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_2-0,-0.12503998860171137,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_2-1,0.005111762821710161,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_2-2,0.06843662940863689,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_3-0,-0.10274989863896633,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_3-1,-0.033390266524783274,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),count_3-2,0.041247509884901085,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_FC,-0.15538056669006384,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_FF,-0.1322215229843131,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_FS,-0.07965682996016085,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_PO,-0.14374920730378155,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_SI,-0.1289126035906833,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_SL,-0.13834145619955868,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_ST,-0.1515028329563303,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_pitch_type_START,-0.09554067075204412,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),stand_R,-0.1591794955783297,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_ball,0.08460716297206891,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_blocked_ball,0.04019620326482086,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_called_strike,0.08564562569834,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_foul,0.07129128456970125,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_foul_bunt,-0.08852827822879418,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_foul_tip,0.09315405146333365,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_missed_bunt,-0.09840706799768822,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_pitchout,-0.1437492073037876,2534,0.12075769534333071
Colin Rea,FS,splitter (FS),prev_description_swinging_strike,0.051330896314048684,2534,0.12075769534333071
Colin Rea,SI,sinker (SI),intercept,0.04908807947099768,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_0-1,0.03872900466477186,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_0-2,-0.038925681226613974,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_1-0,-0.03365939469495087,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_1-1,0.03747984128543861,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_1-2,-0.010237510991801743,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_2-0,-0.025394411658719553,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_2-1,0.008484164228396799,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_2-2,0.08595193928652552,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_3-0,-0.058689166304192235,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_3-1,0.07224684336916984,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),count_3-2,-0.0409696784449314,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_FC,0.0081099193950664,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_FF,-0.01856095799552992,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_FS,0.01465748902338474,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_PO,-0.067520009378765,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_SI,-0.0480652962095886,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_SL,-0.04895351753565956,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_ST,-0.031169331839038642,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_pitch_type_START,-0.03501594951308619,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),stand_R,0.17029217008885494,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_ball,-0.005872031785089802,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_blocked_ball,-0.01949767538938029,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_called_strike,-0.012300941165559813,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_foul,-0.025595962636325974,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_foul_bunt,0.3281321632067482,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_foul_tip,0.040370176358769855,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_missed_bunt,-0.17987073289796984,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_pitchout,-0.06752000937876802,2534,0.10576164167324388
Colin Rea,SI,sinker (SI),prev_description_swinging_strike,-0.022829036799339737,2534,0.10576164167324388
Colin Rea,SL,slider (SL),intercept,0.010992678730755531,2534,0.10023677979479084
Colin Rea,SL,slider (SL),count_0-1,-0.011277965982396535,2534,0.10023677979479084
Colin Rea,SL,slider (SL),count_0-2,0.03080866937988088,2534,0.10023677979479084
Colin Rea,SL,slider (SL),count_1-0,-0.02847557701344955,2534,0.10023677979479084
Colin Rea,SL,slider (SL),count_1-1,-0.01178514096251924,2534,0.10023677979479084
